# DOT SELECT - EVERYTHING THE TRAIN-WINDOW SCREEN CUT, WITH THE CRITERION THAT CUT IT.
# SEED=0 book_size=297
# Screened on the RAW F0 scan. The 6,488/6,034 pre-filter is deliberately NOT applied: it uses full-sample agg_pf, folds_plus and trades computed over the months the screen is meant to validate against, so layering a train-only screen on it means the population was already selected with the answer.
signal_def,direction,train_trades,train_wins,train_PF,buckets_present,buckets_profitable,bucket_profit_frac,train_net,reject_criterion
Volume_Ratio_10:lo + Momentum_Value:lo + Micro_RangeVelocity:lo,LONG,4,4,inf,3,3,1.0,126.3,trades 4 < 12
Volume_Ratio_10:lo + Round_500_Dist_ATR:lo + Volume:hi,SHORT,35,30,1.3101,6,4,0.6667,173.3,train_PF 1.3101 < 2.0
Volume_Ratio_10:hi + OBVf_Signal:==-1 + ST_Flip_Event:==-1,LONG,8,7,1.1446,5,4,0.8,42.4,trades 8 < 12
Volume_Ratio_10:lo + VAL_Side:==0 + PrevDay_Low_Side:==-1,SHORT,7,7,inf,2,2,1.0,144.9,trades 7 < 12
Momentum_Value:hi + Micro_GarmanKlass:lo + Micro_TickIntensity:hi,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Momentum_Value:hi + Micro_RangeAccel:hi + Micro_TickIntensity:hi,SHORT,40,33,2.4003,6,3,0.5,529.3,bucket_profit_frac 0.500 < 0.667 (3/6)
Efficiency_Ratio:hi + Micro_CSSpread:lo + Micro_WickImbalance:hi,SHORT,40,33,1.4395,6,4,0.6667,290.7,train_PF 1.4395 < 2.0
Micro_Amihud:lo + Round_500_Dist_ATR:lo + Session_High_Dist_ATR:lo,SHORT,30,24,1.6434,5,3,0.6,328.8,train_PF 1.6434 < 2.0
Micro_Amihud:lo + Session_High_Dist_ATR:lo + Lower_Wick:lo,SHORT,3,2,0.7161,1,0,0.0,-15.5,trades 3 < 12
Micro_AutoCorr:lo + Micro_CSSpread:hi + Micro_OrderFlowDelta:lo,SHORT,21,18,1.7789,5,3,0.6,356.2,train_PF 1.7789 < 2.0
Micro_AutoCorr:lo + VWAP_Z:hi + PrevDay_Low_Side:==-1,LONG,2,2,inf,1,1,1.0,40.3,trades 2 < 12
Micro_BarEntropy:hi + ADX_Value:lo + PoC_Side:==0,SHORT,5,4,1.3152,3,2,0.6667,24.3,trades 5 < 12
Micro_BarOverlap:lo + Micro_GarmanKlass:lo + OR_Low_Dist_ATR:hi,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Micro_BarOverlap:lo + RangeOsc_State:==-2 + ST_Flip_Event:==-1,SHORT,4,4,inf,3,3,1.0,310.7,trades 4 < 12
Micro_Entropy:lo + Micro_Hurst:hi + D2D_Signal:==1,LONG,10,9,4.9056,6,5,0.8333,1195.1,trades 10 < 12
Micro_FailedBreak:lo + Micro_RangeVelocity:lo + VWAP_Sigma:lo,LONG,10,9,7.6272,4,3,0.75,414.2,trades 10 < 12
Micro_GarmanKlass:lo + Micro_RangeAccel:hi + PrevDay_High_Side:==1,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Micro_GarmanKlass:hi + VWAP_Dist_ATR:lo + ST_Flip_Event:==-1,LONG,42,36,1.7881,6,4,0.6667,708.3,train_PF 1.7881 < 2.0
Micro_GarmanKlass:lo + AT_Regime_ST:==1 + OR_Low_Side:==-1,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Micro_HLAsymmetry:hi + PrevDay_Close_Dist_ATR:hi + DailyOpen_Dist_ATR:lo,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Micro_Hurst:hi + DailyOpen_Dist_ATR:lo + OR_Low_Dist_ATR:hi,SHORT,7,7,inf,4,4,1.0,185.1,trades 7 < 12
Micro_IBSP:lo + Micro_RangeVelocity:lo + ST_Flip_Event:==-1,SHORT,18,15,1.0276,5,3,0.6,12.1,train_PF 1.0276 < 2.0
Micro_IBSP:hi + PrevDay_Low_Dist_ATR:hi + OR_Low_Side:==-1,LONG,6,6,inf,3,3,1.0,383.6,trades 6 < 12
Micro_Lambda:hi + Micro_MicroGap:lo + RangeOsc_State:==-1,LONG,15,13,1.2942,5,4,0.8,146.3,train_PF 1.2942 < 2.0
Micro_LogReturn:lo + Micro_VolAccel:hi + Volume:lo,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Micro_MicroGap:hi + Round_500_Dist_ATR:hi + VAL_Side:==-1,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Micro_MomoTransfer:hi + TChan_A15:hi + ST_Flip_Event:==-1,SHORT,14,12,1.3925,5,4,0.8,77.6,train_PF 1.3925 < 2.0
Micro_RangeAccel:lo + Micro_VPIN:lo + ST_Flip_Event:==-1,SHORT,7,6,2.6301,4,3,0.75,249.4,trades 7 < 12
Micro_RangeVelocity:hi + Micro_Rejection:lo + Micro_TickIntensity:hi,SHORT,14,11,2.6131,5,3,0.6,273.9,bucket_profit_frac 0.600 < 0.667 (3/5)
Micro_RangeVelocity:hi + Micro_VolOfVol:lo + D2D_Signal:==-1,SHORT,12,10,1.2454,4,2,0.5,65.2,train_PF 1.2454 < 2.0
Micro_RollProxy:hi + Micro_TickIntensity:hi + D2D_Signal:==1,LONG,11,10,6.6005,5,5,1.0,830.0,trades 11 < 12
Micro_RollProxy:lo + Round_500_Dist_ATR:hi + PrevDay_Low_Side:==-1,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Micro_RollProxy:lo + ST_Flip_Event:==1 + OR_High_Side:==1,LONG,17,13,1.2462,6,4,0.6667,108.6,train_PF 1.2462 < 2.0
Micro_TickIntensity:lo + Session_Low_Dist_ATR:hi + VWAP_Sigma_ATR:lo,SHORT,1,1,inf,1,1,1.0,68.1,trades 1 < 12
Micro_VPIN:lo + PrevDay_Low_Dist_ATR:hi + OR_Low_Side:==-1,SHORT,8,7,2.0877,4,3,0.75,55.8,trades 8 < 12
Micro_VolOfVol:hi + RangeOsc_State:==2 + ST_Flip_Event:==1,SHORT,4,3,1.0541,3,2,0.6667,3.4,trades 4 < 12
Micro_VolOfVol:hi + VAH_Side:==0 + PrevDay_Low_Side:==1,SHORT,31,26,1.4922,5,3,0.6,369.4,train_PF 1.4922 < 2.0
PrevDay_High_Dist_ATR:hi + ADX_Value:hi + RangeOsc_State:==-2,SHORT,3,3,inf,2,2,1.0,185.2,trades 3 < 12
PrevDay_Low_Dist_ATR:hi + DailyOpen_Dist_ATR:hi + PrevDay_Low_Side:==-1,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
PrevDay_Low_Dist_ATR:hi + Session_High_Dist_ATR:hi + VWAP_Sigma:hi,LONG,2,2,inf,2,2,1.0,58.5,trades 2 < 12
PrevDay_Low_Dist_ATR:hi + WeeklyOpen_Dist_ATR:lo + Upper_Wick:hi,LONG,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
PrevDay_Low_Dist_ATR:lo + OBVf_Signal:==-1 + ST_Flip_Event:==1,LONG,35,27,1.3706,6,3,0.5,566.5,train_PF 1.3706 < 2.0
DailyOpen_Dist_ATR:hi + MultiDay_Position:lo + ST_Flip_Event:==1,LONG,3,3,inf,1,1,1.0,57.6,trades 3 < 12
Round_100_Dist_ATR:lo + ADX_Value:hi + RangeOsc_State:==-2,SHORT,18,14,1.6635,6,3,0.5,312.2,train_PF 1.6635 < 2.0
Round_1000_Dist_ATR:hi + ADX_Value:hi + OR_Position:hi,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
OR_High_Dist_ATR:hi + D2D_Signal:==-1 + ADX_Rising:==0,SHORT,9,9,inf,5,5,1.0,325.9,trades 9 < 12
Session_Low_Dist_ATR:lo + ADX_Rising:==0 + ST_Flip_Event:==1,LONG,6,5,1.444,4,3,0.75,84.9,trades 6 < 12
Body_Size:lo + OBVf_Signal:==-1 + VAH_Side:==0,SHORT,11,9,1.3211,6,4,0.6667,39.5,trades 11 < 12
Upper_Wick:lo + VWAP_Sigma:lo + OR_High_Side:==-1,LONG,2,1,0.2828,1,0,0.0,-106.5,trades 2 < 12
Lower_Wick:hi + OR_Position:hi + VWAP_Side:==-1,LONG,27,22,1.4694,6,4,0.6667,289.4,train_PF 1.4694 < 2.0
VWAP_Sigma:lo + PoC_Side:==-1 + OR_Low_Side:==-1,SHORT,6,4,0.367,5,3,0.6,-134.7,trades 6 < 12
Harmonic_OBVf_Concordance:==0 + AT_Regime_ST:==1 + VAH_Side:==0,LONG,3,3,inf,2,2,1.0,154.8,trades 3 < 12
ATR_1M:lo + Micro_LogReturn:lo + MultiDay_Position:hi,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
ATR_1M:hi + ST_Flip_Event:==1 + OR_High_Side:==0,SHORT,3,3,inf,2,2,1.0,84.0,trades 3 < 12
Bar_Range:lo + Slope_Accel_LT:lo + Micro_IBSP:lo,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Bar_Range:lo + Slope_Accel_LT:hi + Harmonic_D2D_Concordance:==1,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Bar_Range:hi + Micro_MicroGap:lo + RangeOsc_State:==-1,LONG,54,47,1.8346,6,5,0.8333,1054.3,train_PF 1.8346 < 2.0
D2D_ATR:hi + OR_High_Dist_ATR:hi + WeeklyOpen_Dist_ATR:hi,SHORT,94,80,1.8276,5,4,0.8,836.4,train_PF 1.8276 < 2.0
D2D_ATR_MA:hi + Round_100_Dist_ATR:hi + WeeklyOpen_Side:==1,SHORT,4,4,inf,1,1,1.0,207.6,trades 4 < 12
D2D_ATR_MA:lo + Lower_Wick:hi + RangeOsc_State:==2,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
D2D_Dn_Count:hi + Volume_Avg_10:lo + ADX_Value:hi,SHORT,1,1,inf,1,1,1.0,73.9,trades 1 < 12
D2D_Dn_Count:hi + Micro_Amihud:hi + Micro_RangeVelocity:lo,SHORT,11,10,3.0765,5,4,0.8,317.7,trades 11 < 12
D2D_Dynamic_Sensitivity:lo + Slope_Accel_LT:lo + Micro_MicroGap:hi,SHORT,20,17,1.9926,4,3,0.75,349.1,train_PF 1.9926 < 2.0
D2D_Dynamic_Sensitivity:lo + OBVf_DirStepCount:hi + Harmonic_D2D_Concordance:==0,LONG,8,8,inf,5,5,1.0,319.6,trades 8 < 12
D2D_Persist:lo + OBV_Velocity:lo + Micro_VPIN:lo,LONG,7,7,inf,5,5,1.0,632.0,trades 7 < 12
D2D_Persist:hi + VAH_Dist_ATR:lo + D2D_Signal:==1,LONG,1,1,inf,1,1,1.0,15.0,trades 1 < 12
D2D_Persist:hi + Round_100_Dist_ATR:lo + PrevDay_Close_Side:==1,SHORT,10,10,inf,4,4,1.0,235.7,trades 10 < 12
D2D_Persist:hi + MultiDay_Slope:hi + VWAP_Sigma:lo,SHORT,1,1,inf,1,1,1.0,34.9,trades 1 < 12
D2D_Up_Count:hi + Micro_BarOverlap:hi + DailyOpen_Side:==1,LONG,2,2,inf,2,2,1.0,60.0,trades 2 < 12
AT_Lookback_ST:hi + AT_Slope_ST:hi + Micro_AutoCorr:hi,SHORT,10,10,inf,6,6,1.0,1368.8,trades 10 < 12
AT_Score_LT:hi + Slope_Accel_ST:hi + Efficiency_Ratio:lo,SHORT,8,8,inf,4,4,1.0,138.3,trades 8 < 12
AT_Score_LT:lo + Slope_Accel_ST:lo + Micro_VolOfVol:hi,LONG,5,5,inf,3,3,1.0,267.0,trades 5 < 12
AT_Score_LT:hi + Slope_Accel_ST:lo + Micro_WickImbalance:lo,LONG,8,7,1.3377,3,2,0.6667,46.6,trades 8 < 12
AT_Score_LT:lo + OBV_Velocity:hi + PrevDay_Close_Side:==1,LONG,7,6,3.0124,4,3,0.75,307.9,trades 7 < 12
AT_Score_LT:hi + Micro_Amihud:hi + PrevDay_Low_Dist_ATR:lo,LONG,12,9,0.7596,5,3,0.6,-165.5,train_PF 0.7596 < 2.0
AT_Score_LT:hi + Micro_LogReturn:hi + Micro_Rejection:hi,SHORT,7,7,inf,3,3,1.0,178.0,trades 7 < 12
AT_Score_LT:lo + Micro_MomoTransfer:hi + Body_Size:lo,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
AT_Score_LT:lo + Micro_PriceAccel:hi + PrevDay_Close_Side:==1,LONG,6,5,2.3537,4,3,0.75,261.0,trades 6 < 12
AT_Score_ST:hi + Bars_Since_Flip:lo + OBVf_Signal:==1,SHORT,4,4,inf,3,3,1.0,181.5,trades 4 < 12
AT_Score_ST:hi + Bars_Since_Flip:lo + VWAP_Side:==-1,SHORT,5,5,inf,5,5,1.0,165.0,trades 5 < 12
AT_Score_ST:lo + Bars_Since_Flip:lo + PrevDay_High_Side:==1,SHORT,4,3,1.1556,2,1,0.5,7.5,trades 4 < 12
AT_Score_ST:lo + Momentum_Value:hi + Micro_FractalDim:lo,LONG,7,7,inf,3,3,1.0,210.3,trades 7 < 12
AT_Score_ST:hi + Momentum_Value:lo + VWAP_Dist_ATR:hi,LONG,6,5,1.6097,2,2,1.0,32.8,trades 6 < 12
AT_Score_ST:lo + Micro_Amihud:lo + RangeOsc_State:==1,SHORT,8,6,1.2379,3,2,0.6667,29.9,trades 8 < 12
AT_Score_ST:lo + Micro_Lambda:lo + AT_Regime_ST:==0,SHORT,9,9,inf,2,2,1.0,391.8,trades 9 < 12
AT_Score_ST:hi + Micro_RangeAccel:hi + Micro_RangeVelocity:lo,LONG,13,11,1.7955,4,3,0.75,173.1,train_PF 1.7955 < 2.0
AT_Score_ST:lo + Micro_WickImbalance:hi + Session_High_Dist_ATR:lo,SHORT,7,7,inf,2,2,1.0,406.5,trades 7 < 12
AT_Slope_LT:lo + AT_Slope_ST:hi + Round_500_Dist_ATR:lo,SHORT,22,17,1.0435,5,1,0.2,24.9,train_PF 1.0435 < 2.0
AT_Slope_LT:lo + Slope_Accel_LT:hi + TChan_A15:hi,SHORT,23,18,2.4332,4,2,0.5,412.9,bucket_profit_frac 0.500 < 0.667 (2/4)
AT_Slope_LT:lo + EMA_Oscillator:hi + Micro_TickIntensity:hi,SHORT,14,10,1.3085,5,3,0.6,96.9,train_PF 1.3085 < 2.0
AT_Slope_ST:lo + OBV_Macd:hi + OR_High_Side:==-1,LONG,25,22,1.7994,5,4,0.8,320.3,train_PF 1.7994 < 2.0
AT_Slope_ST:lo + Efficiency_Ratio:hi + VWAP_Sigma_ATR:hi,LONG,6,6,inf,2,2,1.0,181.5,trades 6 < 12
AT_Slope_ST:lo + Micro_BarOverlap:hi + Round_100_Dist_ATR:lo,LONG,35,30,1.7136,6,5,0.8333,435.8,train_PF 1.7136 < 2.0
AT_Slope_ST:hi + Micro_HLAsymmetry:lo + MultiDay_Slope:hi,SHORT,16,14,1.1331,5,4,0.8,35.5,train_PF 1.1331 < 2.0
AT_Slope_ST:hi + Micro_Rejection:hi + VA_Position:hi,SHORT,27,23,1.9193,4,2,0.5,329.4,train_PF 1.9193 < 2.0
Bars_Since_Flip:hi + Slope_Accel_ST:lo + Micro_HLAsymmetry:hi,SHORT,14,11,1.1773,6,4,0.6667,45.5,train_PF 1.1773 < 2.0
Bars_Since_Flip:hi + Micro_Entropy:lo + WeeklyOpen_Dist_ATR:hi,LONG,2,2,inf,1,1,1.0,37.3,trades 2 < 12
Bars_Since_Flip:hi + Micro_PriceAccel:lo + PrevDay_Low_Side:==-1,LONG,31,25,1.8709,5,4,0.8,558.8,train_PF 1.8709 < 2.0
Bars_Since_Flip:lo + Round_500_Dist_ATR:hi + Body_Size:hi,SHORT,1,1,inf,1,1,1.0,14.3,trades 1 < 12
Slope_EMA_LT:hi + Micro_BarEntropy:hi + RangeOsc_State:==-2,LONG,4,4,inf,3,3,1.0,164.1,trades 4 < 12
Slope_EMA_LT:hi + ST_Flip_Event:==-1 + DailyOpen_Side:==-1,LONG,10,9,5.2165,3,3,1.0,235.7,trades 10 < 12
Slope_EMA_ST:lo + Sqz_Val:hi + Harmonic_OBVf_Concordance:==1,SHORT,37,34,1.8692,6,4,0.6667,303.1,train_PF 1.8692 < 2.0
Slope_Accel_LT:hi + OBV_Macd:lo + Micro_CSSpread:lo,SHORT,11,9,1.2728,5,4,0.8,42.4,trades 11 < 12
Slope_Accel_LT:lo + OBVf_DirStepCount:lo + OBVf_Signal:==-1,LONG,8,8,inf,4,4,1.0,379.7,trades 8 < 12
Slope_Accel_LT:hi + RangeOsc_Val:lo + Micro_Lambda:lo,SHORT,9,8,4.3289,3,2,0.6667,276.3,trades 9 < 12
Slope_Accel_LT:hi + Efficiency_Ratio:lo + Session_High_Dist_ATR:hi,SHORT,3,3,inf,1,1,1.0,58.2,trades 3 < 12
Slope_Accel_LT:lo + Micro_Entropy:hi + Micro_GarmanKlass:hi,LONG,10,10,inf,5,5,1.0,415.9,trades 10 < 12
Slope_Accel_LT:lo + Micro_Lambda:hi + TChan_A15:lo,SHORT,1,1,inf,1,1,1.0,42.0,trades 1 < 12
Slope_Accel_LT:lo + Micro_RollProxy:hi + RangeOsc_State:==1,LONG,26,21,1.5384,5,3,0.6,279.5,train_PF 1.5384 < 2.0
Slope_Accel_LT:lo + Micro_TickIntensity:lo + Body_Size:lo,SHORT,2,2,inf,2,2,1.0,68.7,trades 2 < 12
Slope_Accel_LT:hi + Micro_VPIN:hi + ADX_Value:lo,LONG,14,12,0.7682,5,4,0.8,-87.1,train_PF 0.7682 < 2.0
Slope_Accel_LT:lo + WeeklyOpen_Dist_ATR:hi + Sqz_State:==-1,LONG,7,7,inf,2,2,1.0,164.7,trades 7 < 12
Slope_Accel_ST:lo + Efficiency_Ratio:lo + TChan_A15:lo,LONG,3,2,0.565,2,1,0.5,-61.9,trades 3 < 12
Slope_Accel_ST:lo + VAL_Dist_ATR:lo + MultiDay_Slope:hi,LONG,6,5,1.1173,3,2,0.6667,24.7,trades 6 < 12
OBV_Macd:lo + Harmonic_LLEMA:hi + Session_High_Dist_ATR:hi,LONG,11,10,5.0836,3,2,0.6667,278.5,trades 11 < 12
OBV_Macd:lo + Micro_AutoCorr:hi + VWAP_Side:==1,SHORT,50,43,1.953,5,4,0.8,533.8,train_PF 1.953 < 2.0
OBV_Macd:lo + Micro_RangeVelocity:lo + RangeOsc_State:==2,LONG,45,37,2.0454,6,3,0.5,1091.2,bucket_profit_frac 0.500 < 0.667 (3/6)
OBV_Macd:lo + Micro_VPIN:lo + ST_Flip_Event:==-1,SHORT,10,9,1.0343,5,4,0.8,10.5,trades 10 < 12
OBV_Macd:hi + Session_High_Dist_ATR:hi + Body_Size:lo,SHORT,2,2,inf,2,2,1.0,28.5,trades 2 < 12
OBV_Velocity:lo + Micro_AutoCorr:hi + VA_Position:lo,LONG,1,1,inf,1,1,1.0,13.6,trades 1 < 12
OBV_Velocity:lo + Micro_Hurst:hi + WeeklyOpen_Side:==-1,LONG,8,6,2.4437,3,1,0.3333,511.2,trades 8 < 12
OBV_Velocity:hi + Micro_RangeVelocity:lo + Lower_Wick:lo,SHORT,8,8,inf,4,4,1.0,485.6,trades 8 < 12
OBV_Velocity:hi + MultiDay_Slope:lo + OR_Position:hi,SHORT,6,6,inf,3,3,1.0,138.4,trades 6 < 12
OBV_Velocity:hi + ADX_Value:lo + VWAP_Z:lo,SHORT,9,8,1.2536,4,3,0.75,38.8,trades 9 < 12
OBVf_DirStepCount:hi + TChan_A15:hi + PrevDay_High_Side:==1,SHORT,40,33,1.6502,4,3,0.75,430.8,train_PF 1.6502 < 2.0
KAMA_Dist:lo + Momentum_Value:hi + Micro_Rejection:hi,SHORT,17,14,1.5279,5,2,0.4,188.0,train_PF 1.5279 < 2.0
KAMA_Dist:hi + Micro_RangeAccel:lo + OR_Position:lo,SHORT,20,15,1.7046,6,3,0.5,320.6,train_PF 1.7046 < 2.0
KAMA_Dist:hi + Round_100_Dist_ATR:hi + Round_500_Dist_ATR:lo,LONG,1,1,inf,1,1,1.0,66.8,trades 1 < 12
KAMA_Dist:lo + AT_Regime_ST:==1 + PrevDay_Close_Side:==1,LONG,26,21,2.7262,5,3,0.6,1105.1,bucket_profit_frac 0.600 < 0.667 (3/5)
KAMA_Dist_ATR:hi + Sqz_Val:lo + Micro_BarOverlap:hi,LONG,9,9,inf,4,4,1.0,186.5,trades 9 < 12
KAMA_Dist_ATR:hi + Efficiency_Ratio:lo + OBVf_Signal:==-1,SHORT,6,5,9.2211,4,3,0.75,312.4,trades 6 < 12
KAMA_Dist_ATR:hi + Efficiency_Ratio:lo + AT_Regime_LT:==0,SHORT,9,7,3.8703,4,2,0.5,289.9,trades 9 < 12
KAMA_Dist_ATR:hi + Micro_BarEntropy:lo + Sqz_State:==-1,SHORT,6,5,9.0553,3,2,0.6667,306.1,trades 6 < 12
KAMA_Dist_ATR:lo + Micro_FailedBreak:lo + ST_Flip_Event:==-1,SHORT,6,6,inf,4,4,1.0,150.8,trades 6 < 12
KAMA_Dist_ATR:hi + Micro_ThrustEff:hi + Round_1000_Dist_ATR:hi,SHORT,1,1,inf,1,1,1.0,8.7,trades 1 < 12
KAMA_Dist_ATR:hi + Session_Low_Dist_ATR:hi + ADX_Rising:==0,SHORT,8,7,9.0395,4,3,0.75,305.5,trades 8 < 12
KAMA_Slope:lo + Micro_RangeVelocity:hi + DailyOpen_Dist_ATR:lo,LONG,11,9,2.6948,4,3,0.75,259.3,trades 11 < 12
EMA_Oscillator:hi + RangeOsc_Val:lo + DailyOpen_Side:==-1,LONG,21,16,1.4377,5,4,0.8,240.5,train_PF 1.4377 < 2.0
EMA_Oscillator:hi + Momentum_Value:lo + MultiDay_Position:hi,LONG,23,19,1.5954,5,3,0.6,194.4,train_PF 1.5954 < 2.0
EMA_Oscillator:hi + Micro_AutoCorr:hi + AT_Regime_ST:==1,LONG,24,18,1.2267,5,3,0.6,143.2,train_PF 1.2267 < 2.0
Sqz_Val:lo + Micro_IBSP:lo + VWAP_Sigma:lo,LONG,7,7,inf,3,3,1.0,388.0,trades 7 < 12
RangeOsc_Val:lo + Volume_Ratio_10:hi + VA_Position:lo,LONG,6,6,inf,4,4,1.0,271.5,trades 6 < 12
RangeOsc_Val:hi + Micro_Amihud:hi + PrevDay_Close_Dist_ATR:lo,SHORT,10,9,2.0987,4,3,0.75,168.1,trades 10 < 12
RangeOsc_Val:lo + Micro_BarOverlap:lo + VA_Position:hi,SHORT,19,16,1.8521,5,4,0.8,296.8,train_PF 1.8521 < 2.0
RangeOsc_Val:lo + Micro_CSSpread:hi + Micro_FailedBreak:lo,LONG,6,5,3.1111,3,3,1.0,186.2,trades 6 < 12
RangeOsc_Val:lo + Micro_CSSpread:hi + Harmonic_OBVf_Concordance:==0,LONG,9,9,inf,3,3,1.0,430.6,trades 9 < 12
RangeOsc_Val:lo + Micro_FractalDim:hi + Micro_Rejection:lo,LONG,6,6,inf,3,3,1.0,143.6,trades 6 < 12
RangeOsc_Val:lo + Micro_FractalDim:hi + Micro_VolAccel:lo,LONG,8,7,5.8052,5,4,0.8,296.0,trades 8 < 12
RangeOsc_Val:hi + Micro_IBSP:lo + Micro_TickIntensity:hi,SHORT,7,7,inf,5,5,1.0,99.3,trades 7 < 12
RangeOsc_Val:lo + Micro_TickIntensity:lo + Upper_Wick:lo,LONG,5,5,inf,4,4,1.0,326.5,trades 5 < 12
Volume_Avg_10:lo + Micro_AutoCorr:hi + VWAP_Z:lo,SHORT,1,1,inf,1,1,1.0,32.9,trades 1 < 12
Volume_Avg_10:hi + RangeOsc_State:==2 + ST_Flip_Event:==1,SHORT,26,22,1.6987,6,4,0.6667,297.0,train_PF 1.6987 < 2.0
Volume_Ratio_10:lo + Micro_Amihud:hi + OR_Position:hi,SHORT,2,2,inf,2,2,1.0,137.4,trades 2 < 12
Volume_Ratio_10:hi + Micro_WickImbalance:lo + OR_Position:hi,SHORT,39,34,1.9183,5,3,0.6,482.0,train_PF 1.9183 < 2.0
Volume_Ratio_10:hi + ADX_Value:hi + VWAP_Sigma:hi,LONG,41,36,1.6779,5,3,0.6,439.0,train_PF 1.6779 < 2.0
Momentum_Value:lo + Micro_CSSpread:hi + Micro_VPIN:lo,LONG,12,10,1.0077,4,2,0.5,3.1,train_PF 1.0077 < 2.0
Momentum_Value:hi + Micro_GarmanKlass:lo + MultiDay_Slope:hi,SHORT,0,0,0.0,0,0,0.0,0.0,trades 0 < 12
Momentum_Value:lo + Micro_LogReturn:hi + OR_High_Dist_ATR:hi,LONG,17,16,1.2931,3,2,0.6667,89.7,train_PF 1.2931 < 2.0
Momentum_Value:hi + Micro_Rejection:lo + VA_Position:lo,SHORT,12,8,0.5423,4,2,0.5,-148.7,train_PF 0.5423 < 2.0
Momentum_Value:hi + VAH_Dist_ATR:lo + DailyOpen_Side:==1,SHORT,8,8,inf,5,5,1.0,211.6,trades 8 < 12
Momentum_Value:hi + OR_Position:hi + RangeOsc_State:==-2,SHORT,19,15,1.3304,5,4,0.8,87.5,train_PF 1.3304 < 2.0
Efficiency_Ratio:lo + OR_Low_Dist_ATR:hi + VWAP_Sigma:lo,LONG,3,2,0.895,1,0,0.0,-6.5,trades 3 < 12
Dist_To_PoC_ATR:hi + Micro_RollProxy:hi + Session_High_Dist_ATR:hi,SHORT,2,2,inf,1,1,1.0,28.1,trades 2 < 12
Micro_Amihud:lo + Micro_BarOverlap:hi + ST_Flip_Event:==1,SHORT,7,6,1.7914,5,4,0.8,40.6,trades 7 < 12
Micro_Amihud:hi + VAH_Side:==0 + PrevDay_Low_Side:==1,SHORT,24,20,1.7103,5,3,0.6,424.4,train_PF 1.7103 < 2.0
Micro_BarEntropy:lo + PrevDay_Close_Dist_ATR:hi + ST_Flip_Event:==1,LONG,1,1,inf,1,1,1.0,12.7,trades 1 < 12
Micro_BarOverlap:hi + Micro_MicroGap:hi + VA_Position:lo,LONG,9,8,3.9801,2,2,1.0,359.1,trades 9 < 12
Micro_BarOverlap:lo + Micro_VolAccel:lo + ST_Flip_Event:==-1,SHORT,7,7,inf,5,5,1.0,392.6,trades 7 < 12
Micro_CSSpread:hi + OR_Position:hi + PrevDay_Low_Side:==-1,LONG,12,11,1.7294,3,2,0.6667,129.9,train_PF 1.7294 < 2.0
Micro_Entropy:hi + Micro_HLAsymmetry:lo + ST_Flip_Event:==-1,LONG,9,9,inf,5,5,1.0,376.3,trades 9 < 12
Micro_Entropy:lo + Micro_Hurst:hi + ST_Flip_Event:==1,LONG,12,10,1.6961,6,5,0.8333,426.0,train_PF 1.6961 < 2.0
Micro_Entropy:lo + Micro_TickIntensity:lo + Body_Size:lo,SHORT,2,2,inf,1,1,1.0,84.0,trades 2 < 12
Micro_Entropy:hi + Micro_VolOfVol:hi + Session_High_Dist_ATR:hi,LONG,10,10,inf,3,3,1.0,417.1,trades 10 < 12
Micro_FailedBreak:hi + Micro_Hurst:hi + Micro_PriceAccel:lo,SHORT,24,20,1.8284,6,3,0.5,350.9,train_PF 1.8284 < 2.0
Micro_FailedBreak:lo + Micro_MomoTransfer:lo + Micro_ThrustEff:hi,LONG,5,5,inf,3,3,1.0,216.7,trades 5 < 12
Micro_FractalDim:lo + Micro_VolOfVol:hi + VA_Position:hi,SHORT,21,18,1.6265,5,3,0.6,217.7,train_PF 1.6265 < 2.0
Micro_HLAsymmetry:lo + Micro_ThrustEff:hi + PrevDay_Close_Dist_ATR:lo,LONG,12,9,1.8124,5,3,0.6,310.9,train_PF 1.8124 < 2.0
Micro_Hurst:hi + VWAP_Z:hi + ST_Flip_Event:==1,LONG,3,2,1.1373,2,1,0.5,42.0,trades 3 < 12
Micro_IBSP:lo + VWAP_Dist_ATR:lo + DailyOpen_Dist_ATR:hi,LONG,1,1,inf,1,1,1.0,181.0,trades 1 < 12
